"Index","Molecule name","ID","class","apol","ast_fraglike","ast_fraglike_ext","ast_violation","ast_violation_ext","a_acc","a_acid","a_aro","a_base","a_count","a_don","a_donacc","a_heavy","a_hyd","a_IC","a_ICM","a_nB","a_nBr","a_nC","a_nCl","a_nF","a_nH","a_nI","a_nN","a_nO","a_nP","a_nS","balabanJ","BCUT_PEOE_0","BCUT_PEOE_1","BCUT_PEOE_2","BCUT_PEOE_3","BCUT_SLOGP_0","BCUT_SLOGP_1","BCUT_SLOGP_2","BCUT_SLOGP_3","BCUT_SMR_0","BCUT_SMR_1","BCUT_SMR_2","BCUT_SMR_3","bpol","b_1rotN","b_1rotR","b_ar","b_count","b_double","b_heavy","b_max1len","b_rotN","b_rotR","b_single","b_triple","chi0","chi0v","chi0v_C","chi0_C","chi1","chi1v","chi1v_C","chi1_C","chiral","chiral_u","density","diameter","FCharge","GCUT_PEOE_0","GCUT_PEOE_1","GCUT_PEOE_2","GCUT_PEOE_3","GCUT_SLOGP_0","GCUT_SLOGP_1","GCUT_SLOGP_2","GCUT_SLOGP_3","GCUT_SMR_0","GCUT_SMR_1","GCUT_SMR_2","GCUT_SMR_3","Kier1","Kier2","Kier3","KierA1","KierA2","KierA3","KierFlex","lip_acc","lip_don","lip_druglike","lip_violation","logP(o/w)","logS","mr","mutagenic","nmol","opr_brigid","opr_leadlike","opr_nring","opr_nrot","opr_violation","PC+","PC-","PEOE_PC+","PEOE_PC-","PEOE_RPC+","PEOE_RPC-","PEOE_VSA+0","PEOE_VSA+1","PEOE_VSA+2","PEOE_VSA+3","PEOE_VSA+4","PEOE_VSA+5","PEOE_VSA+6","PEOE_VSA-0","PEOE_VSA-1","PEOE_VSA-2","PEOE_VSA-3","PEOE_VSA-4","PEOE_VSA-5","PEOE_VSA-6","PEOE_VSA_FHYD","PEOE_VSA_FNEG","PEOE_VSA_FPNEG","PEOE_VSA_FPOL","PEOE_VSA_FPOS","PEOE_VSA_FPPOS","PEOE_VSA_HYD","PEOE_VSA_NEG","PEOE_VSA_PNEG","PEOE_VSA_POL","PEOE_VSA_POS","PEOE_VSA_PPOS","petitjean","petitjeanSC","Q_PC+","Q_PC-","Q_RPC+","Q_RPC-","Q_VSA_FHYD","Q_VSA_FNEG","Q_VSA_FPNEG","Q_VSA_FPOL","Q_VSA_FPOS","Q_VSA_FPPOS","Q_VSA_HYD","Q_VSA_NEG","Q_VSA_PNEG","Q_VSA_POL","Q_VSA_POS","Q_VSA_PPOS","radius","reactive","rings","RPC+","RPC-","rsynth","SlogP","SlogP_VSA0","SlogP_VSA1","SlogP_VSA2","SlogP_VSA3","SlogP_VSA4","SlogP_VSA5","SlogP_VSA6","SlogP_VSA7","SlogP_VSA8","SlogP_VSA9","SMR","SMR_VSA0","SMR_VSA1","SMR_VSA2","SMR_VSA3","SMR_VSA4","SMR_VSA5","SMR_VSA6","SMR_VSA7","TPSA","VAdjEq","VAdjMa","VDistEq","VDistMa","vdw_area","vdw_vol","vsa_acc","vsa_acid","vsa_base","vsa_don","vsa_hyd","vsa_other","vsa_pol","Weight","weinerPath","weinerPol","zagreb"
472,"O=C1CC[C@]2([C@H](C1)CC[C@H]1[C@@H]3CC[C@H]([C@@H](CCCC(C)C)C)[C@]3(CC[C@@H]12)C)C",1500852,0,78.994476,0,0,2,3,1,0,0,0,74,0,1,28,26,77.033737,1.0409964,0,0,27,0,0,46,0,0,1,0,0,1.4604472,-2.9892497,-0.31581107,0.28560263,2.9821856,-2.9052014,-0.23475824,0.29611367,3.0747454,-2.7332623,-0.19633506,0.45727238,3.2408526,51.245522,5,0.16129032,0,77,1,31,6,5,0.16129032,76,0,20.104084,19.434982,19.026733,19.104084,13.253692,12.771075,12.566951,12.676341,8,0,0.70405215,15,0,-0.81021601,-0.31188786,-0.034864452,3.4956031,-0.81268364,-0.22589524,-0.014041575,3.5967121,-0.54411232,-0.17047678,0.061647035,3.7166858,21.240376,7.921875,3.6548443,20.548443,7.6541157,3.5281365,5.6171484,1,0,1,1,7.9530001,-11.26683,11.802544,0,1,20,1,4,5,1,0,0,0.29606012,-0.29606012,0.50883895,1.0,320.58698,31.616989,0.0,8.458519,0.0,0.0,0.0,203.3019,0.0,0.0,0.0,0.0,13.566921,0.0,0.96374702,0.036252953,0.036252953,0.036252953,0.96374702,0.0,360.66248,13.566921,13.566921,13.566921,360.66248,0.0,0.46666667,0.875,0,0,0,0,1,0,0,0,1,0,374.2294,0,0,0,374.2294,0,8,1,4,0,0,0.0,7.6767998,0.0,5.6876111,23.862217,0.0,30.875572,0.0,0.0,0.0,226.42087,166.63008,11.8077,23.862217,0.0,30.875572,0.0,0.0,226.42087,5.6876111,166.63008,17.07,0.39893496,5.9541965,3.5490704,9.3020458,374.2294,483.33917,13.566921,0.0,0.0,0.0,352.20395,8.458519,13.566921,386.664,2022,54,158
473,"O[C@]12C[C@@H](O)CC[C@]1([C@@H]1[C@H]([C@@H]3CC[C@@H]([C@H](CCCC(C)C)C)[C@@]3(CC1)C)C[C@H]2O)C",270090,0,81.93206,0,0,2,3,3,0,0,0,78,3,6,30,27,89.046326,1.1416196,0,0,27,0,0,48,0,0,3,0,0,1.5297174,-2.9909756,-0.47436365,0.53631783,3.0017514,-2.9799926,-0.42839164,0.48816526,3.0629108,-2.7481489,-0.37545723,0.63585782,3.2486086,52.473934,5,0.15151516,0,81,0,33,6,5,0.15151516,81,0,21.896976,20.238617,18.896976,18.896976,14.026346,13.11165,12.371646,12.371646,10,0,0.74832928,15,0,-0.80953938,-0.3399328,0.03018051,3.5515063,-0.92810315,-0.29626864,-0.0082976166,3.6222882,-0.5436272,-0.21663152,0.12982464,3.766288,23.168043,8.0939837,3.5702479,23.168043,8.0939837,3.5702479,6.2507257,3,3,1,1,6.724,-8.8087597,12.144884,0,1,20,1,4,5,1,0,0,0.66655421,-0.66655421,0.26960811,0.33464941,318.37842,15.808495,0.0,16.917038,0.0,0.0,0.0,140.06792,0.0,0.0,0.0,40.700764,0.0,0.0,0.89611977,0.10388023,0.10388023,0.10388023,0.89611977,0.0,351.10397,40.700764,40.700764,40.700764,351.10397,0.0,0.46666667,0.875,0,0,0,0,1,0,0,0,1,0,391.80472,0,0,0,391.80472,0,8,0,4,0,0,0.0,5.5542998,76.155678,0.0,12.937299,0.0,26.464777,0.0,0.0,0.0,207.55246,166.63008,12.19264,0.0,76.155678,26.464777,12.937299,0.0,207.55246,0.0,166.63008,60.689999,0.37824166,6.044394,3.5509346,9.5103636,391.80472,497.50024,0.0,0.0,0.0,0.0,351.10397,0.0,40.700764,420.67798,2351,63,172
474,"[C@H]12CCCC[C@@]1([C@@H]1[C@H]([C@@H]3CC[C@H]([C@@H](CCCC(C)C)C)[C@]3(CC1)C)CC2)C",300015,0,79.526062,0,0,2,3,0,0,0,0,75,0,0,27,27,70.701241,0.94268316,0,0,27,0,0,48,0,0,0,0,0,1.4623539,-3.0028651,-0.15066765,0.18730325,2.9829421,-2.9060841,-0.072060391,0.27970204,3.0825958,-2.7442369,-0.051988818,0.30167815,3.2430069,52.473934,5,0.16666667,0,78,0,30,6,5,0.16666667,78,0,19.233841,19.233841,19.233841,19.233841,12.859844,12.859844,12.859844,12.859844,8,0,0.6809262,14,0,-0.81109029,-0.26236752,-0.082289711,3.5079155,-0.74798197,-0.18119198,0.011049743,3.6182041,-0.5442518,-0.12291627,0.005338721,3.7291262,20.280001,7.679584,3.4380164,20.280001,7.679584,3.4380164,5.7682209,0,0,1,1,14.1623,-13.3442,11.640449,0,1,20,1,4,5,1,0,0,0.0,0.0,0.0,0.0,368.01245,0.0,0.0,0.0,0.0,0.0,0.0,368.01245,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,368.01245,0.0,0.0,0.0,368.01245,0.0,0.5,1.0,0,0,0,0,1,0,0,0,1,0,368.01245,0,0,0,368.01245,0,7,0,4,0,0,0.0,8.4977999,0.0,0.0,0.0,0.0,30.875572,0.0,0.0,0.0,245.28928,166.63008,11.7687,0.0,0.0,30.875572,0.0,0.0,245.28928,0.0,166.63008,0.0,0.41024774,5.9068904,3.4886498,9.199544,368.01245,476.25867,0.0,0.0,0.0,0.0,368.01245,0.0,0.0,372.681,1818,52,152
475,"O[C@@H]1CC2=CC[C@@H]3[C@H]4CC[C@H]([C@@H](CCCC(C)C)C)[C@]4(CC[C@H]3[C@@]2(CC1)C)C",1500847,0,78.994476,0,0,2,3,1,0,0,0,74,1,2,28,27,77.033737,1.0409964,0,0,27,0,0,46,0,0,1,0,0,1.4606847,-2.9496543,-0.44070402,0.4693535,2.9595468,-2.863224,-0.35548863,0.48419213,3.054733,-2.6904643,-0.3133736,0.60154516,3.2200611,50.287521,5,0.16129032,0,77,1,31,6,5,0.16129032,76,0,20.104084,19.344191,18.896976,19.104084,13.253692,12.629845,12.371646,12.676341,8,0,0.70405215,15,0,-0.80962843,-0.33656684,-0.014328266,3.4561219,-0.8757453,-0.25724113,0.0035874308,3.5616858,-0.54280895,-0.19717017,0.10544121,3.6821561,21.240376,7.921875,3.6548443,20.639818,7.6894631,3.5448589,5.6681828,1,1,1,1,7.2729998,-10.33695,11.804273,0,1,20,1,4,5,1,0,0,0.30390596,-0.30390596,0.51334482,0.73312193,318.37842,15.808495,0.0,8.458519,0.0,0.0,0.0,155.8764,0.0,0.0,0.0,13.566921,0.0,0.0,0.96374702,0.084397309,0.036252953,0.036252953,0.91560268,0.0,360.66248,31.583956,13.566921,13.566921,342.64545,0.0,0.46666667,0.875,0,0,0,0,1,0,0,0,1,0,374.2294,0,0,0,374.2294,0,8,0,4,0,0,0.0,7.3887,25.385227,0.0,6.4686494,0.0,26.464777,3.185575,0.0,17.643185,207.55246,166.63008,11.90528,0.0,25.385227,26.464777,9.6542244,0.0,225.19565,0.0,166.63008,20.23,0.39893496,5.9541965,3.5490704,9.3020458,374.2294,483.33917,0.0,0.0,0.0,0.0,360.66248,0.0,13.566921,386.664,2022,54,158
476,"O(C(=O)C)[C@@H]1CC2=CC[C@@H]3[C@H]4CC[C@H]([C@@H](CCCC(C)C)C)[C@]4(CC[C@H]3[C@@]2(CC1)C)C",307031,0,84.650063,0,0,2,3,1,0,0,0,79,0,1,31,28,87.039032,1.1017599,0,0,29,0,0,48,0,0,2,0,0,1.4260702,-2.9494336,-0.3564744,0.37343022,2.9598269,-2.8628509,-0.2544587,0.47520542,3.0549014,-2.6905324,-0.19272648,0.53452504,3.2202289,55.347935,6,0.17647059,0,82,2,34,6,7,0.20588236,80,0,22.38854,21.213474,20.396976,20.681435,14.647538,13.515596,12.871646,13.253692,8,0,0.71615297,17,0,-0.80962646,-0.3338182,-0.090972394,3.4746318,-0.84635961,-0.23755242,0.0094234264,3.5790734,-0.54280454,-0.15950106,0.067161575,3.7006631,24.134949,9.3306217,4.5370369,22.822458,8.8062353,4.2760329,6.4832239,2,0,1,1,7.862,-10.95502,12.876352,0,1,20,1,4,6,1,0,0,0.64896762,-0.64896762,0.41963032,0.46773058,318.37842,15.808495,37.86697,0.0,0.0,14.708499,0.0,155.8764,0.0,0.0,0.0,0.0,13.566921,2.503756,0.92686427,0.080997273,0.038186226,0.073135719,0.91900271,0.034949496,390.07092,34.087711,16.070677,30.779177,386.76239,14.708499,0.47058824,0.8888889,0,0,0,0,1,0,0,0,1,0,420.8501,0,0,0,420.8501,0,9,0,4,0,0,0.096774191,7.9594998,0.0,7.7454643,41.330753,0.0,26.464777,3.185575,0.0,17.643185,207.55246,199.95609,12.86,34.862103,0.0,26.464777,9.6542244,0.0,225.19565,7.7454643,199.95609,26.299999,0.36875206,6.0874629,3.7353201,9.5871277,420.8501,531.05554,13.566921,0.0,0.0,0.0,390.07092,17.212255,13.566921,428.70099,2778,58,172
477,"O[C@H]1C[C@H]2[C@H]([C@@H]3CC[C@H]([C@@H](CCC(OC)=O)C)[C@]13C)[C@H](O)C[C@@H]1C[C@H](O)CC[C@@]12C",1500904,1,76.015305,0,0,3,4,4,0,0,0,72,3,7,30,24,90.051224,1.2507114,0,0,25,0,0,42,0,0,5,0,0,1.5701448,-2.992836,-0.48300537,0.5651316,3.0021455,-2.962724,-0.46775064,0.49002135,3.0495996,-2.7473912,-0.39060885,0.65720588,3.2483823,48.788692,4,0.12121212,0,75,1,33,4,5,0.15151516,74,0,21.84457,19.21825,17.060114,17.137465,14.1231,12.234742,10.643649,10.698344,11,0,0.79523247,15,0,-0.80643761,-0.37056741,0.048559498,3.5278974,-0.88912153,-0.31112933,-0.0076366533,3.5841141,-0.54296231,-0.21596448,0.14198917,3.742069,23.168043,8.4082842,3.66482,22.464273,8.1439438,3.5468564,6.098259,5,3,1,0,4.1630001,-4.7046199,11.569355,0,1,20,1,4,4,0,0,0,1.2323194,-1.2323194,0.22066663,0.24232683,227.94455,15.808495,0.0,61.033989,0.0,14.708499,0.0,0.0,0.0,0.0,0.0,40.700764,16.070677,0.0,0.81002867,0.15088074,0.15088074,0.18997134,0.84911925,0.039090596,304.78702,56.771439,56.771439,71.479942,319.49551,14.708499,0.46666667,0.875,0,0,0,0,1,0,0,0,1,0,376.26697,0,0,0,376.26697,0,8,0,4,0,0,0.06666667,3.5371001,76.155678,7.7454643,54.268051,0.0,26.464777,35.383869,0.0,0.0,169.81564,99.978043,11.44174,34.862103,76.155678,26.464777,19.405949,0.0,169.81564,7.7454643,135.36191,86.989998,0.37824166,6.044394,3.4984922,9.524333,376.26697,478.18719,13.566921,0.0,0.0,0.0,304.78702,17.212255,54.267685,422.60599,2292,62,170
478,"O1c2c(cccc2)C(=O)C=C1C(O)=O",1503044,0,24.808758,1,1,0,0,3,0,6,0,20,2,5,14,8,29.709505,1.4854753,0,0,10,0,0,6,0,0,4,0,0,2.0272248,-2.2445874,-0.62403226,0.65421766,2.3068249,-2.2434416,-0.5594911,0.74206531,2.3829942,-1.9404516,-0.4459064,0.81542391,2.6009135,10.391242,1,0.06666667,6,21,3,15,0,1,0.06666667,12,0,10.129392,7.0587096,5.3867512,6.4222851,6.6815405,3.944804,2.9047005,4.1329932,0,0,0.88011789,7,0,-0.73745257,-0.48453891,0.090919428,2.1775827,-0.87338048,-0.38751706,0.1541333,2.2657468,-0.40664098,-0.24003729,0.22967052,2.4643295,10.515555,4.2448978,2.1728394,7.0891247,2.7647715,1.378059,1.3999865,4,1,1,0,1.103,-2.7764299,4.8029404,0,1,11,1,2,1,0,0,0,0.98406005,-0.98406005,0.35236576,0.30601254,63.233978,18.017035,8.458519,16.917038,0.0,0.0,14.708499,0.0,0.0,13.566921,0.0,0.0,27.133842,2.503756,0.73048371,0.26257825,0.18012442,0.26951629,0.73742175,0.089391857,120.19349,43.204517,29.637598,44.346096,121.33507,14.708499,0.42857143,0.75,0,0,0,0,1,0,0,0,1,0,164.53958,0,0,0,164.53958,0,4,0,2,0,0,1.0,1.2302001,10.999887,13.433075,23.862217,25.385227,27.047791,5.2434282,0.0,88.215919,0.0,5.2434282,4.7119298,47.724434,10.999887,25.385227,13.672431,0.0,88.215919,13.433075,0.0,63.599998,0.61744827,4.9068904,2.565552,7.3269534,164.53958,209.18333,13.566921,0.0,0.0,0.0,98.168053,25.670774,40.700764,190.15399,283,21,72
479,"O1[C@H](CO)[C@@H](O)[C@H](O)[C@@H](O)[C@@H]1O[C@@H]1[C@@H](O)[C@@H](O)[C@H](O[C@H]1C)O[C@@H]1[C@H](O)[C@@H](O)CO[C@H]1OC(=O)[C@@]12[C@@H](CC(CC1)(C)C)C1=CC[C@H]3[C@](CC[C@@H]4[C@]3(CC[C@H](O[C@H]3O[C@@H](C)[C@H](O[C@@H]5OC[C@@H](O)[C@H](O)[C@H]5O)[C@@H](O)[C@H]3O)C4(C)C)C)(C)[C@@]1(C[C@@H]2O)C",1504059,1,184.80855,0,0,3,5,24,0,0,0,177,14,38,83,52,249.77553,1.4111612,0,0,58,0,0,94,0,0,25,0,0,0.82931942,-3.0257413,-0.48442194,0.61711234,2.9906225,-2.9663858,-0.55977798,0.49184474,3.0630445,-2.7716315,-0.39576349,0.67217225,3.2439425,122.87946,11,0.11956522,0,186,2,92,2,12,0.13043478,184,0,60.583965,48.98016,38.228439,38.512897,38.770145,29.963682,21.298332,21.631664,32,0,0.9022162,35,0,-0.80604029,-0.39071438,0.094285779,3.9078152,-0.95611721,-0.40448621,-0.0094584981,3.9574642,-0.5420233,-0.22782794,0.1383851,4.1231437,65.937149,24.233232,11.144854,64.600792,23.736099,10.914322,18.474348,25,14,0,3,-1.50726,-7.6584201,28.354912,0,1,56,0,10,21,5,0,0,6.5995288,-6.5995288,0.04175793,0.050167114,413.57812,0.0,25.375559,77.951027,132.01923,88.250992,0.0,18.017035,0.0,0.0,0.0,189.93689,16.070677,22.533806,0.54376704,0.25063542,0.23232046,0.45623299,0.74936461,0.22391254,534.92175,246.55841,228.54137,448.81158,737.17493,220.27022,0.48571429,0.94444442,0,0,0,0,1,0,0,0,1,0,983.73334,0,0,0,983.73334,0,18,1,10,0,0,0.59036142,-1.9069,355.39316,7.7454643,305.86658,62.778774,13.232388,3.185575,0.0,17.643185,169.81564,299.93414,28.19912,133.8611,355.39316,13.232388,175.19107,0.0,187.45883,70.524239,299.93414,392.59,0.17761038,7.523562,4.8106737,12.437475,983.73334,1215.4658,36.100727,0.0,0.0,0.0,666.94098,90.754753,226.03761,1191.365,41482,187,482
480,"O(C(=O)[C@H]1[C@@H](C=C(C)/C)C1(C)C)CC",310019,0,36.05986,1,1,0,0,1,0,0,0,34,0,1,14,11,41.515625,1.2210478,0,0,12,0,0,20,0,0,2,0,0,2.4846003,-2.4795151,-0.014957085,0.02742704,2.8982608,-2.4346049,0.089988567,0.123,2.9249394,-2.236167,0.1057,0.14405046,3.1354933,24.73814,3,0.21428572,0,34,2,14,2,4,0.2857143,32,0,10.930721,9.7556543,8.9391575,9.2236147,6.4079194,5.2253976,4.5284739,4.9223208,2,0,0.73365611,8,0,-0.78244239,-0.2406338,-0.13257296,2.5517979,-0.85542732,-0.14212461,-0.037,2.6137722,-0.5156492,-0.065344393,-0.054299999,2.7804883,12.071428,4.2448978,2.1728394,10.611675,3.6917632,1.8742392,2.7982709,2,0,1,0,1.951,-3.00386,5.7452493,0,1,4,1,1,3,0,0,0,0.64783949,-0.64783949,0.41936597,0.46517557,149.25079,2.2085397,0.0,22.058474,0.0,14.708499,0.0,18.017035,0.0,0.0,0.0,0.0,13.566921,2.503756,0.86155087,0.15333137,0.072288185,0.1384491,0.84666866,0.066160917,191.53484,34.087711,16.070677,30.779177,188.2263,14.708499,0.5,1.0,0,0,0,0,1,0,0,0,1,0,222.31401,0,0,0,222.31401,0,4,0,1,0,0,0.21428572,2.7879,0.0,7.7454643,34.862103,20.926258,8.8215923,3.185575,0.0,17.643185,0.0,166.63008,5.6824999,34.862103,0.0,8.8215923,3.185575,0.0,17.643185,28.671722,166.63008,26.299999,0.59167278,4.8073549,2.7637386,7.3099952,222.31401,240.07159,13.566921,0.0,0.0,0.0,191.53484,17.212255,13.566921,196.28999,316,16,70
481,"OC(=O)[C@H]1[C@@H](C=C(C)/C)C1(C)C",1504800,0,29.872688,1,1,0,0,2,0,0,0,28,2,4,12,9,35.386658,1.2638092,0,0,10,0,0,16,0,0,2,0,0,2.5006292,-2.476871,-0.014957202,0.02742704,2.8963485,-2.3830752,0.089863278,0.13781571,2.9234989,-2.2320075,0.1057,0.21926257,3.1334295,18.449312,2,0.16666667,0,28,2,12,2,2,0.16666667,26,0,9.5165081,8.087513,7.2320509,7.5165076,5.3699145,4.2490983,3.8213673,4.2152143,2,0,0.76269156,6,0,-0.78199595,-0.2407686,-0.13257296,2.4817026,-0.88288599,-0.14288811,-0.037,2.5509467,-0.51006722,-0.065417454,-0.0072965669,2.712085,10.083333,3.0470915,1.5625,8.6589355,2.5771358,1.3057618,1.8596044,2,1,1,0,1.346,-2.2643199,4.7878122,0,1,4,1,1,2,0,0,0,0.49315223,-0.49315223,0.61095262,0.53046429,119.84234,2.2085397,0.0,0.0,0.0,0.0,14.708499,18.017035,0.0,13.566921,0.0,0.0,13.566921,0.0,0.8445639,0.24820413,0.074580297,0.1554361,0.75179589,0.080855802,153.63483,45.150875,13.566921,28.275419,136.75938,14.708499,0.5,1.0,0,0,0,0,1,0,0,0,1,0,181.91025,0,0,0,181.91025,0,3,0,1,0,0,0.0,2.3094001,0.0,7.7454643,23.862217,25.385227,8.8215923,3.185575,0.0,17.643185,0.0,133.30406,4.7827802,23.862217,0.0,34.206818,3.185575,0.0,17.643185,7.7454643,133.30406,37.299999,0.65002245,4.5849624,2.4802883,6.8641133,181.91025,199.43579,0.0,0.0,0.0,0.0,140.06792,14.708499,27.133842,168.23599,199,13,62
482,"OC[C@@H]1[C@@H](C=C(C)/C)C1(C)C",300566,0,30.404274,1,1,0,0,1,0,0,0,29,1,2,11,10,32.603519,1.1242592,0,0,10,0,0,18,0,0,1,0,0,2.4042709,-2.4959309,-0.0043373434,0.046481546,2.897578,-2.4557507,0.10101886,0.13287714,2.9439201,-2.2532597,0.1057,0.19419719,3.1480713,19.677727,2,0.18181819,0,29,1,11,2,2,0.18181819,28,0,8.6462641,7.8863711,7.4391575,7.6462646,4.9972358,4.2571683,3.9409404,4.2901292,2,0,0.70759177,6,0,-0.79772574,-0.22678313,-0.11351845,2.5130167,-0.8800686,-0.1209381,-0.037,2.5948231,-0.51016372,-0.061639089,-0.022995383,2.7447946,9.090909,2.8027682,1.322314,8.4204798,2.5744472,1.2055786,1.9707345,1,1,1,0,1.489,-2.3857901,4.6910443,0,1,4,1,1,2,0,0,0,0.30310008,-0.30310008,0.60163647,0.72720414,122.05088,0.0,0.0,22.058474,0.0,0.0,0.0,18.017035,0.0,0.0,0.0,13.566921,0.0,0.0,0.92278063,0.17976755,0.077219337,0.077219337,0.82023245,0.0,162.12639,31.583956,13.566921,13.566921,144.10934,0.0,0.5,1.0,0,0,0,0,1,0,0,0,1,0,175.69331,0,0,0,175.69331,0,3,0,1,0,0,0.0,2.2170999,25.385227,0.0,0.0,20.926258,8.8215923,3.185575,0.0,17.643185,0.0,133.30406,4.7277799,0.0,25.385227,8.8215923,3.185575,0.0,17.643185,20.926258,133.30406,20.23,0.68403846,4.4594316,2.4307919,6.5984755,175.69331,192.35526,0.0,0.0,0.0,0.0,162.12639,0.0,13.566921,154.25299,159,11,56
483,"O1c2c(C(=O)C=C1c1ccccc1)c(OC)cc(OC)c2",1500739,0,42.4631,0,0,1,1,3,0,12,0,35,0,3,21,16,48.735069,1.3924305,0,0,17,0,0,14,0,0,4,0,0,1.6999196,-2.3225758,-0.62307358,0.58097172,2.3393023,-2.2863548,-0.53522658,0.691392,2.485575,-2.0238838,-0.40727004,0.78127569,2.6467505,22.010899,3,0.13043478,12,37,2,23,1,3,0.13043478,23,0,14.819627,11.751796,10.118802,11.698306,10.223877,6.4798517,4.6427345,6.5993195,0,0,0.79333991,10,0,-0.79056889,-0.43976471,0.036987577,2.4401913,-0.89030731,-0.34625745,0.14144915,2.5848811,-0.48706213,-0.21016985,0.17401889,2.7360737,15.879017,7.0507812,3.3471074,11.409887,4.9752216,2.3289661,2.703177,4,0,1,0,3.3699999,-4.64925,7.9069605,0,1,17,1,3,3,0,0,0,1.2478163,-1.2478163,0.16142684,0.26250076,112.868,26.475554,25.375559,71.316856,8.458519,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.566921,7.5112681,0.88878107,0.079368815,0.079368815,0.11121893,0.92063117,0.031850111,236.03598,21.07819,21.07819,29.536709,244.49449,8.458519,0.5,1.0,0,0,0,0,1,0,0,0,1,0,265.57269,0,0,0,265.57269,0,5,0,3,0,0,1.0,3.3199999,32.999664,5.6876111,0.0,0.0,30.233366,70.767738,0.0,146.3889,0.0,15.730285,7.8923502,23.862217,32.999664,0.0,22.101435,5.2434282,141.14548,5.6876111,70.767738,44.759998,0.48250595,5.523562,3.0902724,8.5045338,265.57269,338.043,18.574432,0.0,0.0,0.0,236.03598,10.962276,18.574432,282.29498,888,35,110
484,"O1c2c(C(=O)C=C1c1ccccc1)c(O)cc(O)c2",1500709,0,36.275928,1,1,0,0,3,0,12,0,29,2,5,19,14,41.058807,1.415821,0,0,15,0,0,10,0,0,4,0,0,1.6871878,-2.2855892,-0.79312927,0.8293457,2.3203678,-2.1897085,-0.72019941,0.85233349,2.4770288,-1.965083,-0.61053926,1.0025002,2.6327493,13.80607,1,0.047619049,12,31,2,21,0,1,0.047619049,17,0,13.405413,9.8297262,8.1188021,9.6983061,9.1478672,5.7023206,4.6427345,6.5993195,0,0,0.83097047,9,0,-0.76135159,-0.4948796,0.13791084,2.3647368,-0.78312653,-0.35113829,0.1688538,2.5190446,-0.42977706,-0.25288934,0.28475514,2.6659195,13.959184,5.7800002,2.8800001,9.6523895,3.906734,1.912095,1.984701,4,2,1,0,2.842,-3.82459,6.8855958,0,1,17,1,3,1,0,0,0,0.97233868,-0.97233868,0.20726694,0.31516305,81.251015,49.634022,33.834076,0.0,8.458519,0.0,0.0,0.0,0.0,0.0,27.133842,0.0,13.566921,2.503756,0.88663948,0.19966766,0.074269883,0.11336053,0.80033231,0.039090652,191.85295,43.204517,16.070677,24.529196,173.17763,8.458519,0.44444445,0.80000001,0,0,0,0,1,0,0,0,1,0,216.38216,0,0,0,216.38216,0,5,0,3,0,0,1.0,2.714,61.77034,5.6876111,0.0,0.0,30.233366,0.0,0.0,146.3889,0.0,15.730285,6.9149098,23.862217,61.77034,0.0,22.101435,5.2434282,141.14548,5.6876111,0.0,66.760002,0.51875818,5.3923173,2.9709668,8.2084389,216.38216,293.82632,13.566921,0.0,0.0,0.0,164.71912,10.962276,40.700764,254.241,670,31,102
485,"Oc1c2c(cc(c1)C)C(=O)c1c(C2=O)c(O)ccc1",300545,0,36.275928,0,0,1,1,4,0,12,0,29,2,6,19,13,41.058807,1.415821,0,0,15,0,0,10,0,0,4,0,0,1.9119204,-2.3207309,-0.7072677,0.75992376,2.3842316,-2.2717762,-0.64519447,0.73888206,2.4631863,-2.0216138,-0.50780463,0.93097407,2.6928723,12.84807,0,0.0,12,31,2,21,1,0,0.0,17,0,13.731687,10.097675,8.3867512,9.7316866,9.0029078,5.7541795,4.8987174,6.6935067,0,0,0.84122247,8,0,-0.76213562,-0.51577175,0.15205877,2.4684129,-0.78950107,-0.35401642,0.11886427,2.5666666,-0.47912139,-0.24186172,0.28538749,2.7654746,13.959184,5.0800781,2.1776938,9.5810661,3.4066148,1.4338763,1.7178422,4,2,1,0,2.7160001,-3.63502,6.8283439,0,1,16,1,3,0,0,0,0,0.97324711,-0.97324711,0.20522547,0.29444587,97.059509,4.4170794,16.917038,16.917038,0.0,0.0,0.0,18.017035,0.0,0.0,27.133842,0.0,27.133842,0.0,0.86929458,0.34820002,0.13070542,0.13070542,0.65179998,0.0,180.46155,72.284721,27.133842,27.133842,135.31067,0.0,0.5,1.0,0,0,0,0,1,0,0,0,1,0,207.59538,0,0,0,207.59538,0,4,1,3,0,0,1.0,2.1816199,50.770454,11.375222,0.0,0.0,63.652306,0.0,0.0,88.215919,0.0,43.81287,6.7815599,47.724434,50.770454,0.0,26.41473,0.0,88.215919,11.375222,33.326015,74.599998,0.51875818,5.3923173,2.7081146,8.2480688,207.59538,290.24545,27.133842,0.0,0.0,0.0,136.41066,16.917038,54.267685,254.241,598,37,106
